373,8,42660,대우조선해양,44000,23
374,8,42660,대우조선해양,45000,24
375,8,42660,대우조선해양,45000,25
376,8,42660,대우조선해양,45000,26
377,8,42660,대우조선해양,44000,27
378,8,42660,대우조선해양,45000,28
379,8,42660,대우조선해양,45000,29
380,8,42660,대우조선해양,45000,30
381,8,42660,대우조선해양,45000,31
401,9,5380,현대차,149000,1
402,9,5380,현대차,149000,2
403,9,5380,현대차,149000,3
404,9,5380,현대차,149000,4
405,9,5380,현대차,150000,5
406,9,5380,현대차,150000,6
407,9,5380,현대차,149000,7
408,9,5380,현대차,150000,8
409,9,5380,현대차,149000,9
410,9,5380,현대차,150000,10
411,9,5380,현대차,149000,11
412,9,5380,현대차,150000,12
413,9,5380,현대차,149000,13
414,9,5380,현대차,149000,14
415,9,5380,현대차,149000,15
416,9,5380,현대차,149000,16
417,9,5380,현대차,149000,17
418,9,5380,현대차,149000,18
419,9,5380,현대차,149000,19
420,9,5380,현대차,149000,20
421,9,5380,현대차,149000,21
422,9,5380,현대차,150000,22
423,9,5380,현대차,150000,23
424,9,,,150000,24
425,9,5380,현대차,149000,25
426,9,5380,현대차,149000,26
427,9,5380,현대차,149000,27
428,9,5380,현대차,149000,28
429,9,5380,현대차,149000,29
430,9,5380,현대차,150000,30
431,9,5380,현대차,149000,31
451,10,3490,대한항공,17000,1
452,10,3490,대한항공,16000,2
453,10,3490,대한항공,15000,3
454,10,3490,대한항공,14000,4
455,10,3490,대한항공,15000,5
456,10,3490,대한항공,17000,6
457,10,3490,대한항공,18000,7
458,10,3490,대한항공,19000,8
459,10,3490,대한항공,20000,9
460,10,3490,대한항공,20000,10
461,10,3490,대한항공,20000,11
462,10,3490,대한항공,21000,12
463,10,3490,대한항공,21000,13
464,10,3490,대한항공,22000,14
465,10,3490,대한항공,21000,15
466,10,3490,대한항공,22000,16
467,10,3490,대한항공,23000,17
468,10,3490,대한항공,24000,18
469,10,3490,대한항공,25000,19
470,10,3490,대한항공,26000,20
471,10,3490,대한항공,27000,21
472,10,3490,대한항공,28000,22
473,10,3490,대한항공,29000,23
474,10,3490,대한항공,29000,24
475,10,3490,대한항공,29000,25
476,10,3490,대한항공,30000,26
477,10,3490,대한항공,30000,27
478,10,3490,대한항공,30000,28
479,10,3490,대한항공,30000,29
480,10,3490,대한항공,30000,30
481,10,3490,대한항공,31000,31
501,11,35720,카카오,77000,1
502,11,35720,카카오,78000,2
503,11,35720,카카오,78000,3
504,11,35720,카카오,78000,4
505,11,35720,카카오,78000,5
506,11,35720,카카오,79000,6
507,11,35720,카카오,79000,7
508,11,35720,카카오,79000,8
509,11,35720,카카오,79000,9
510,11,35720,카카오,79000,10
511,11,35720,카카오,79000,11
512,11,35720,카카오,80000,12
513,11,35720,카카오,80000,13
514,11,35720,카카오,80000,14
515,11,35720,카카오,80000,15
516,11,35720,카카오,80000,16
517,11,35720,카카오,80000,17
518,11,35720,카카오,81000,18
519,11,35720,카카오,82000,19
520,11,35720,카카오,81000,20
521,11,35720,카카오,81000,21
522,11,35720,카카오,81000,22
523,11,35720,카카오,82000,23
524,11,35720,카카오,82000,24
525,11,35720,카카오,82000,25
526,11,35720,카카오,82000,26
527,11,35720,카카오,83000,27
528,11,35720,카카오,83000,28
529,11,35720,카카오,82000,29
530,11,35720,카카오,82000,30
531,11,35720,카카오,83000,31
551,12,5930,삼성전자,592000,1
552,12,5930,삼성전자,592000,2
553,12,5930,삼성전자,592000,3
554,12,5930,삼성전자,591000,4
555,12,5930,삼성전자,592000,5
556,12,5930,삼성전자,591000,6
557,12,5930,삼성전자,591000,7
558,12,5930,삼성전자,591000,8
559,12,5930,삼성전자,592000,9
560,12,5930,삼성전자,592000,10
561,12,5930,삼성전자,592000,11
562,12,5930,삼성전자,591000,12
563,12,5930,삼성전자,592000,13
564,12,5930,삼성전자,593000,14
565,12,5930,삼성전자,592000,15
566,12,5930,삼성전자,592000,16
567,12,5930,삼성전자,593000,17
568,12,5930,삼성전자,593000,18
569,12,5930,삼성전자,593000,19
570,12,5930,삼성전자,593000,20
571,12,5930,삼성전자,593000,21
572,12,5930,삼성전자,592000,22
573,12,5930,삼성전자,593000,23
574,12,5930,삼성전자,592000,24
575,12,5930,삼성전자,592000,25
576,12,5930,삼성전자,593000,26
577,12,5930,삼성전자,593000,27
578,12,5930,삼성전자,593000,28
579,12,5930,삼성전자,592000,29
580,12,5930,삼성전자,592000,30
581,12,5930,삼성전자,592000,31
